-,-,-
22, 1, 1028
18, 8, 1007
22, 4, 1016
22, 4, 1016
21, 4, 1017
19, 4, 1018
19, 4, 1018
20, 3, 1016
21, 4, 1017
21, 4, 1017
20, 3, 1017
32, 5, 1017
17, -9, 1017
17, -9, 1017
31, -13, 1017
14, 7, 1018
15, 20, 1016
15, 20, 1016
19, 11, 1018
19, 7, 1017
20, 2, 1017
20, 2, 1017
21, -2, 1017
21, 9, 1017
21, 9, 1017
20, 5, 1017
20, 4, 1017
21, 3, 1017
21, 3, 1017
19, 5, 1017
20, 2, 1015
20, 2, 1015
20, 3, 1018
22, 4, 1019
22, 4, 1019
22, 6, 1018
-,-,-
23, 6, 1019
23, 6, 1019
20, 3, 1018
21, 3, 1017
21, 3, 1017
20, 4, 1018
22, 2, 1017
22, 2, 1017
20, 5, 1018
20, 4, 1017
20, 4, 1018
20, 4, 1018
21, 4, 1018
20, 4, 1018
20, 4, 1018
21, 4, 1018
21, 4, 1017
20, 2, 1019
20, 2, 1019
21, 5, 1017
21, 3, 1018
21, 3, 1018
